Sentence #,Word,POS,Tag
Sentence: 614,message,NN,O
Sentence: 614,body,NN,O
Sentence: 614,is,VBZ,O
Sentence: 614,empty,JJ,O
Sentence: 614,",",",",O
Sentence: 614,the,DT,O
Sentence: 614,system,NN,O
Sentence: 614,asks,VBZ,O
Sentence: 614,the,DT,O
Sentence: 614,visitor,NN,actor
Sentence: 614,to,TO,O
Sentence: 614,enter,VB,O
Sentence: 614,one,CD,O
Sentence: 614,.,.,O
Sentence: 615,The,DT,O
Sentence: 615,use,NN,O
Sentence: 615,case,NN,O
Sentence: 615,resumes,VBZ,O
Sentence: 615,to,TO,O
Sentence: 615,step,VB,O
Sentence: 615,b,NN,O
Sentence: 615,.,.,O
Sentence: 616,If,IN,O
Sentence: 616,an,DT,O
Sentence: 616,error,NN,O
Sentence: 616,occurs,VBZ,O
Sentence: 616,while,IN,O
Sentence: 616,sending,VBG,O
Sentence: 616,the,DT,O
Sentence: 616,email,NN,web_component
Sentence: 616,",",",",O
Sentence: 616,the,DT,O
Sentence: 616,system,NN,O
Sentence: 616,warns,VBZ,O
Sentence: 616,the,DT,O
Sentence: 616,user,NN,O
Sentence: 616,about,IN,O
Sentence: 616,the,DT,O
Sentence: 616,issue,NN,O
Sentence: 616,",",",",O
Sentence: 616,apologies,NNS,O
Sentence: 616,and,CC,O
Sentence: 616,asks,VBZ,O
Sentence: 616,the,DT,O
Sentence: 616,user,NN,O
Sentence: 616,to,TO,O
Sentence: 616,try,VB,O
Sentence: 616,again,RB,O
Sentence: 616,later,RB,O
Sentence: 616,.,.,O
Sentence: 617,The,DT,O
Sentence: 617,sub,NN,O
Sentence: 617,flow,NN,O
Sentence: 617,starts,VBZ,O
Sentence: 617,when,WRB,O
Sentence: 617,the,DT,O
Sentence: 617,selects,NNS,O
Sentence: 617,to,TO,O
Sentence: 617,search,VB,action
Sentence: 617,for,IN,O
Sentence: 617,occurrence,NN,attribute
Sentence: 617,records,NNS,attribute
Sentence: 617,.,.,O
Sentence: 618,The,DT,O
Sentence: 618,system,NN,O
Sentence: 618,displays,VBZ,O
Sentence: 618,the,DT,O
Sentence: 618,filter-building,JJ,O
Sentence: 618,interface,NN,O
Sentence: 618,to,TO,O
Sentence: 618,the,DT,O
Sentence: 618,visitor,NN,actor
Sentence: 618,.,.,O
Sentence: 619,Perform,NNP,O
Sentence: 619,Add,NNP,action
Sentence: 619,a,DT,O
Sentence: 619,criterion,NN,attribute
Sentence: 619,to,TO,O
Sentence: 619,the,DT,O
Sentence: 619,filter,NN,attribute
Sentence: 619,.,.,O
Sentence: 620,User,NNP,O
Sentence: 620,repeats,VBZ,O
Sentence: 620,step,VB,O
Sentence: 620,c,RB,O
Sentence: 620,until,IN,O
Sentence: 620,the,DT,O
Sentence: 620,filter,NN,attribute
Sentence: 620,matches,VBZ,O
Sentence: 620,only,RB,O
Sentence: 620,the,DT,O
Sentence: 620,occurrence,NN,attribute
Sentence: 620,records,NNS,attribute
Sentence: 620,he,PRP,O
Sentence: 620,’,VBZ,O
Sentence: 620,s,RB,O
Sentence: 620,interested,JJ,O
Sentence: 620,in,IN,O
Sentence: 620,.,.,O
Sentence: 621,Provided,VBD,O
Sentence: 621,that,IN,O
Sentence: 621,the,DT,O
Sentence: 621,filter,NN,attribute
Sentence: 621,has,VBZ,O
Sentence: 621,at,IN,O
Sentence: 621,least,JJS,O
Sentence: 621,one,CD,O
Sentence: 621,criterion,NN,attribute
Sentence: 621,.,.,O
Sentence: 622,The,DT,O
Sentence: 622,visitor,NN,actor
Sentence: 622,selects,VBZ,O
Sentence: 622,a,DT,O
Sentence: 622,criterion,NN,attribute
Sentence: 622,and,CC,O
Sentence: 622,chooses,VBZ,O
Sentence: 622,to,TO,O
Sentence: 622,remove,VB,action
Sentence: 622,it,PRP,O
Sentence: 622,.,.,O
Sentence: 623,The,DT,O
Sentence: 623,system,NN,O
Sentence: 623,removes,VBZ,O
Sentence: 623,the,DT,O
Sentence: 623,criterion,NN,attribute
Sentence: 623,from,IN,O
Sentence: 623,the,DT,O
Sentence: 623,filter,NN,attribute
Sentence: 623,.,.,O
Sentence: 624,The,DT,O
Sentence: 624,use,NN,O
Sentence: 624,case,NN,O
Sentence: 624,resumes,VBZ,O
Sentence: 624,at,IN,O
Sentence: 624,step,NN,O
Sentence: 624,d.,VBP,O
Sentence: 624,The,DT,O
Sentence: 624,visitor,NN,actor
Sentence: 624,selects,VBZ,O
Sentence: 624,to,TO,O
Sentence: 624,add,VB,action
Sentence: 624,a,DT,O
Sentence: 624,taxonomic,JJ,schema
Sentence: 624,criterion,NN,attribute
Sentence: 624,.,.,O
Sentence: 625,The,DT,O
Sentence: 625,visitor,NN,actor
Sentence: 625,finds,VBZ,O
Sentence: 625,the,DT,O
Sentence: 625,taxon,NN,schema
Sentence: 625,of,IN,O
Sentence: 625,interest,NN,O
Sentence: 625,.,.,O
Sentence: 626,The,DT,O
Sentence: 626,system,NN,O
Sentence: 626,adds,VBZ,O
Sentence: 626,the,DT,O
Sentence: 626,criterion,NN,attribute
Sentence: 626,to,TO,O
Sentence: 626,the,DT,O
Sentence: 626,filter,NN,attribute
Sentence: 626,.,.,O
Sentence: 627,The,DT,O
Sentence: 627,visitor,NN,actor
Sentence: 627,selects,VBZ,O
Sentence: 627,to,TO,O
Sentence: 627,add,VB,action
Sentence: 627,a,DT,O
Sentence: 627,depth,JJ,attribute
Sentence: 627,criterion,NN,attribute
Sentence: 627,.,.,O
Sentence: 628,The,DT,O
Sentence: 628,visitor,NN,actor
Sentence: 628,enters,VBZ,O
Sentence: 628,a,DT,O
Sentence: 628,minimum,JJ,O
Sentence: 628,and/or,NN,O
Sentence: 628,maximum,JJ,O
Sentence: 628,observation,NN,O
Sentence: 628,depth,NN,O
Sentence: 628,value,NN,O
Sentence: 628,(,(,O
Sentence: 628,s,JJ,O
Sentence: 628,),),O
Sentence: 628,.,.,O
Sentence: 629,The,DT,O
Sentence: 629,sub,NN,O
Sentence: 629,flow,NN,O
Sentence: 629,ends,VBZ,O
Sentence: 629,.,.,O
Sentence: 630,The,DT,O
Sentence: 630,visitor,NN,actor
Sentence: 630,selects,VBZ,O
Sentence: 630,to,TO,O
Sentence: 630,add,VB,action
Sentence: 630,an,DT,O
Sentence: 630,altitude,JJ,attribute
Sentence: 630,criterion,NN,attribute
Sentence: 630,.,.,O
Sentence: 631,The,DT,O
Sentence: 631,visitor,NN,actor
Sentence: 631,enters,VBZ,O
Sentence: 631,a,DT,O
Sentence: 631,minimum,JJ,O
Sentence: 631,and/or,NN,O
Sentence: 631,maximum,JJ,O
Sentence: 631,observation,NN,O
Sentence: 631,altitude,IN,O
Sentence: 631,value,NN,O
Sentence: 631,(,(,O
Sentence: 631,s,JJ,O
Sentence: 631,),),O
Sentence: 631,.,.,O
Sentence: 632,The,DT,O
Sentence: 632,sub,NN,O
Sentence: 632,flow,NN,O
Sentence: 632,ends,VBZ,O
Sentence: 632,.,.,O
Sentence: 633,The,DT,O
Sentence: 633,visitor,NN,actor
Sentence: 633,selects,VBZ,O
Sentence: 633,to,TO,O
Sentence: 633,add,VB,action
Sentence: 633,a,DT,O
Sentence: 633,date,NN,attribute
Sentence: 633,criterion,NN,attribute
Sentence: 633,.,.,O
Sentence: 634,The,DT,O
Sentence: 634,visitor,NN,actor
Sentence: 634,enters,VBZ,O
Sentence: 634,a,DT,O
Sentence: 634,start,NN,O
Sentence: 634,and/or,VBZ,O
Sentence: 634,an,DT,O
Sentence: 634,end,NN,O
Sentence: 634,observation,NN,O
Sentence: 634,date,NN,O
Sentence: 634,(,(,O
Sentence: 634,s,NN,O
Sentence: 634,),),O
Sentence: 634,.,.,O
Sentence: 635,The,DT,O
Sentence: 635,visitor,NN,actor
Sentence: 635,selects,VBZ,O
Sentence: 635,to,TO,O
Sentence: 635,add,VB,action
Sentence: 635,a,DT,O
Sentence: 635,dataset,JJ,attribute
Sentence: 635,criterion,NN,attribute
Sentence: 635,.,.,O
Sentence: 636,The,DT,O
Sentence: 636,system,NN,O
Sentence: 636,retrieves,VBZ,O
Sentence: 636,the,DT,O
Sentence: 636,list,NN,O
Sentence: 636,of,IN,O
Sentence: 636,hosted,JJ,O
Sentence: 636,occurrence,NN,datasource
Sentence: 636,resources,NNS,datasource
Sentence: 636,and,CC,O
Sentence: 636,displays,VBZ,O
Sentence: 636,the,DT,O
Sentence: 636,list,NN,O
Sentence: 636,to,TO,O
Sentence: 636,the,DT,O
Sentence: 636,visitor,NN,actor
Sentence: 636,.,.,O
Sentence: 637,The,DT,O
Sentence: 637,visitor,NN,actor
Sentence: 637,selects,VBZ,O
Sentence: 637,the,DT,O
Sentence: 637,occurrence,NN,datasource
Sentence: 637,resource,NN,datasource
Sentence: 637,of,IN,O
Sentence: 637,interest,NN,O
Sentence: 637,.,.,O
Sentence: 638,The,DT,O
Sentence: 638,visitor,NN,actor
Sentence: 638,selects,VBZ,O
Sentence: 638,to,TO,O
Sentence: 638,add,VB,action
Sentence: 638,a,DT,O
Sentence: 638,basis,NN,attribute
Sentence: 638,of,IN,attribute
Sentence: 638,records,NNS,attribute
Sentence: 638,criterion,NN,attribute
Sentence: 638,.,.,O
Sentence: 639,The,DT,O
Sentence: 639,system,NN,O
Sentence: 639,displays,VBZ,O
Sentence: 639,the,DT,O
Sentence: 639,list,NN,O
Sentence: 639,of,IN,O
Sentence: 639,basis,NN,O
Sentence: 639,of,IN,O
Sentence: 639,records,NNS,O
Sentence: 639,to,TO,O
Sentence: 639,the,DT,O
Sentence: 639,visitor,NN,actor
Sentence: 639,.,.,O
Sentence: 640,The,DT,O
Sentence: 640,visitor,NN,actor
Sentence: 640,selects,VBZ,O
Sentence: 640,the,DT,O
Sentence: 640,basis,NN,O
Sentence: 640,of,IN,O
Sentence: 640,record,NN,O
Sentence: 640,from,IN,O
Sentence: 640,the,DT,O
Sentence: 640,proposed,VBN,O
Sentence: 640,list,NN,O
Sentence: 640,.,.,O
Sentence: 641,The,DT,O
Sentence: 641,sub,NN,O
Sentence: 641,flow,NN,O
Sentence: 641,ends,VBZ,O
Sentence: 641,.,.,O
Sentence: 642,The,DT,O
Sentence: 642,visitor,NN,actor
Sentence: 642,selects,VBZ,O
Sentence: 642,to,TO,O
Sentence: 642,add,VB,action
Sentence: 642,a,DT,O
Sentence: 642,geographic,JJ,O
Sentence: 642,area,NN,O
Sentence: 642,criterion,NN,attribute
Sentence: 642,.,.,O
Sentence: 643,User,NNP,O
Sentence: 643,draws,VBZ,O
Sentence: 643,a,DT,O
Sentence: 643,polygon,NN,O
Sentence: 643,defining,VBG,O
Sentence: 643,his,PRP$,O
Sentence: 643,area,NN,O
Sentence: 643,of,IN,O
Sentence: 643,interest,NN,O
Sentence: 643,on,IN,O
Sentence: 643,a,DT,O
Sentence: 643,map,JJ,O
Sentence: 643,interface,NN,O
Sentence: 643,.,.,O
Sentence: 644,The,DT,O
Sentence: 644,sub,NN,O
Sentence: 644,flow,NN,O
Sentence: 644,ends,VBZ,O
Sentence: 644,.,.,O
Sentence: 645,The,DT,O
Sentence: 645,visitor,NN,actor
Sentence: 645,wants,VBZ,O
Sentence: 645,to,TO,O
Sentence: 645,discover,VB,O
Sentence: 645,and,CC,O
Sentence: 645,access,NN,action
Sentence: 645,occurrence,NN,attribute
Sentence: 645,records,NNS,attribute
Sentence: 645,.,.,O
Sentence: 646,He,PRP,O
Sentence: 646,can,MD,O
Sentence: 646,select,VB,O
Sentence: 646,his,PRP$,O
Sentence: 646,records,NNS,O
Sentence: 646,of,IN,O
Sentence: 646,interest,NN,O
Sentence: 646,using,VBG,O
Sentence: 646,simple,JJ,O
Sentence: 646,taxonomic,JJ,schema
Sentence: 646,search,NN,action
Sentence: 646,or,CC,O
Sentence: 646,a,DT,O
Sentence: 646,more,RBR,O
Sentence: 646,elaborate,JJ,O
Sentence: 646,advanced,JJ,O
Sentence: 646,search,NN,action
Sentence: 646,by,IN,O
Sentence: 646,combining,VBG,O
Sentence: 646,various,JJ,O
Sentence: 646,criteria,NNS,O
Sentence: 646,.,.,O
Sentence: 647,The,DT,O
Sentence: 647,use,NN,O
Sentence: 647,case,NN,O
Sentence: 647,starts,VBZ,O
Sentence: 647,when,WRB,O
Sentence: 647,the,DT,O
Sentence: 647,visitor,NN,actor
Sentence: 647,selects,VBZ,O
Sentence: 647,to,TO,O
Sentence: 647,search,VB,action
Sentence: 647,occurrences,NNS,O
Sentence: 647,.,.,O
Sentence: 648,The,DT,O
Sentence: 648,system,NN,O
Sentence: 648,proposes,VBZ,O
Sentence: 648,the,DT,O
Sentence: 648,visitor,NN,actor
Sentence: 648,two,CD,O
Sentence: 648,search,NN,action
Sentence: 648,options,NNS,O
Sentence: 648,:,:,O
Sentence: 648,taxonomic,JJ,schema
Sentence: 648,search,NN,action
Sentence: 648,and,CC,O
Sentence: 648,advanced,VBD,O
Sentence: 648,search,NN,action
Sentence: 648,.,.,O
Sentence: 649,The,DT,O
Sentence: 649,visitor,NN,actor
Sentence: 649,selects,VBZ,O
Sentence: 649,to,TO,O
Sentence: 649,search,VB,action
Sentence: 649,occurrence,NN,attribute
Sentence: 649,records,NNS,attribute
Sentence: 649,using,VBG,O
Sentence: 649,advanced,JJ,O
Sentence: 649,search,NN,action
Sentence: 649,.,.,O
Sentence: 650,Perform,NNP,O
Sentence: 650,Build,NNP,action
Sentence: 650,an,DT,O
Sentence: 650,occurrence,NN,attribute
Sentence: 650,record,NN,attribute
Sentence: 650,selection,NN,attribute
Sentence: 650,filter,NN,attribute
Sentence: 650,.,.,O
Sentence: 651,The,DT,O
Sentence: 651,visitor,NN,actor
Sentence: 651,launches,VBZ,O
Sentence: 651,the,DT,O
Sentence: 651,search,NN,action
Sentence: 651,.,.,O
Sentence: 652,The,DT,O
Sentence: 652,system,NN,O
Sentence: 652,retrieves,VBZ,O
Sentence: 652,the,DT,O
Sentence: 652,occurrence,NN,attribute
Sentence: 652,records,NNS,attribute
Sentence: 652,matching,VBG,O
Sentence: 652,the,DT,O
Sentence: 652,filter,NN,attribute
Sentence: 652,criteria,NNS,O
Sentence: 652,.,.,O
Sentence: 653,The,DT,O
Sentence: 653,system,NN,O
Sentence: 653,records,VBZ,O
Sentence: 653,a,DT,O
Sentence: 653,data,NN,O
Sentence: 653,usage,NN,O
Sentence: 653,log,NN,O
Sentence: 653,entry,NN,O
Sentence: 653,with,IN,O
Sentence: 653,type,JJ,O
Sentence: 653,‘,NN,O
Sentence: 653,mapped,VBD,O
Sentence: 653,’,NNP,O
Sentence: 653,.,.,O
Sentence: 654,The,DT,O
Sentence: 654,system,NN,O
Sentence: 654,displays,VBZ,O
Sentence: 654,the,DT,O
Sentence: 654,distribution,NN,user_interface
Sentence: 654,map,NN,user_interface
Sentence: 654,for,IN,O
Sentence: 654,the,DT,O
Sentence: 654,occurrence,NN,attribute
Sentence: 654,record,NN,attribute
Sentence: 654,selection,NN,attribute
Sentence: 654,.,.,O
Sentence: 655,The,DT,O
Sentence: 655,visitor,NN,actor
Sentence: 655,selects,VBZ,O
Sentence: 655,to,TO,O
Sentence: 655,search,VB,action
Sentence: 655,occurrence,NN,attribute
Sentence: 655,records,NNS,attribute
Sentence: 655,using,VBG,O
Sentence: 655,taxonomic,JJ,schema
Sentence: 655,search,NN,action
Sentence: 655,.,.,O
Sentence: 656,Perform,NNP,O
Sentence: 656,Select,NNP,O
Sentence: 656,a,DT,O
Sentence: 656,taxon,NN,schema
Sentence: 656,.,.,O
Sentence: 657,The,DT,O
Sentence: 657,visitor,NN,actor
Sentence: 657,launches,VBZ,O
Sentence: 657,the,DT,O
Sentence: 657,search,NN,action
Sentence: 657,.,.,O
Sentence: 658,The,DT,O
Sentence: 658,system,NN,O
Sentence: 658,retrieves,VBZ,O
Sentence: 658,the,DT,O
Sentence: 658,occurrence,NN,attribute
Sentence: 658,records,NNS,attribute
Sentence: 658,for,IN,O
Sentence: 658,that,DT,O
Sentence: 658,taxon,NN,schema
Sentence: 658,.,.,O
Sentence: 659,Use,NNP,O
Sentence: 659,case,NN,O
Sentence: 659,resumes,NNS,O
Sentence: 659,at,IN,O
Sentence: 659,step,NN,O
Sentence: 659,g.,NN,O
Sentence: 659,Perform,NNP,O
Sentence: 659,Select,NNP,O
Sentence: 659,an,DT,O
Sentence: 659,occurrence,NN,datasource
Sentence: 659,resource,NN,datasource
Sentence: 659,.,.,O
Sentence: 660,The,DT,O
Sentence: 660,system,NN,O
Sentence: 660,displays,VBZ,O
Sentence: 660,the,DT,O
Sentence: 660,details,NNS,attribute
Sentence: 660,for,IN,O
Sentence: 660,this,DT,O
Sentence: 660,occurrence,NN,datasource
Sentence: 660,resource,NN,datasource
Sentence: 660,and,CC,O
Sentence: 660,the,DT,O
Sentence: 660,distribution,NN,user_interface
Sentence: 660,map,NN,user_interface
Sentence: 660,for,IN,O
Sentence: 660,associated,VBN,O
Sentence: 660,occurrence,NN,attribute
Sentence: 660,records,NNS,attribute
Sentence: 660,.,.,O
Sentence: 661,Search,NNP,action
Sentence: 661,occurrence,NN,attribute
Sentence: 661,records,NNS,attribute
Sentence: 661,for,IN,O
Sentence: 661,a,DT,O
Sentence: 661,taxon,NN,schema
Sentence: 661,using,VBG,O
Sentence: 661,full,JJ,attribute
Sentence: 661,text,NN,attribute
Sentence: 661,search,NN,attribute
Sentence: 661,.,.,O
Sentence: 662,The,DT,O
Sentence: 662,visitor,NN,actor
Sentence: 662,searches,VBZ,O
Sentence: 662,portal,JJ,network_component
Sentence: 662,using,VBG,O
Sentence: 662,full,JJ,attribute
Sentence: 662,text,NN,attribute
Sentence: 662,search,NN,attribute
Sentence: 662,.,.,O
Sentence: 663,If,IN,O
Sentence: 663,no,DT,O
Sentence: 663,taxon,NN,schema
Sentence: 663,is,VBZ,O
Sentence: 663,returned,VBN,O
Sentence: 663,",",",",O
Sentence: 663,the,DT,O
Sentence: 663,use,NN,O
Sentence: 663,case,NN,O
Sentence: 663,ends,VBZ,O
Sentence: 663,.,.,O
Sentence: 664,View,NNP,action
Sentence: 664,occurrence,NN,attribute
Sentence: 664,record,NN,attribute
Sentence: 664,selection,NN,attribute
Sentence: 664,as,IN,O
Sentence: 664,a,DT,O
Sentence: 664,table,NN,attribute
Sentence: 664,.,.,O
Sentence: 665,User,NNP,O
Sentence: 665,selects,NNS,O
Sentence: 665,to,TO,O
Sentence: 665,view,VB,action
Sentence: 665,occurrence,NN,attribute
Sentence: 665,records,NNS,attribute
Sentence: 665,selection,NN,O
Sentence: 665,as,IN,O
Sentence: 665,a,DT,O
Sentence: 665,table,NN,attribute
Sentence: 665,in,IN,O
Sentence: 665,order,NN,O
Sentence: 665,to,TO,O
Sentence: 665,display,VB,O
Sentence: 665,their,PRP$,O
Sentence: 665,attributes,NNS,O
Sentence: 665,.,.,O
Sentence: 666,The,DT,O
Sentence: 666,record,NN,O
Sentence: 666,selection,NN,O
Sentence: 666,contains,VBZ,O
Sentence: 666,at,IN,O
Sentence: 666,least,JJS,O
Sentence: 666,one,CD,O
Sentence: 666,record,NN,O
Sentence: 666,.,.,O
Sentence: 667,The,DT,O
Sentence: 667,visitor,NN,actor
Sentence: 667,selects,VBZ,O
Sentence: 667,occurrence,NN,attribute
Sentence: 667,records,NNS,attribute
Sentence: 667,and,CC,O
Sentence: 667,view,NN,action
Sentence: 667,distribution,NN,user_interface
Sentence: 667,map,NN,user_interface
Sentence: 667,.,.,O
Sentence: 668,The,DT,O
Sentence: 668,visitor,NN,actor
Sentence: 668,chooses,VBZ,O
Sentence: 668,the,DT,O
Sentence: 668,option,NN,O
Sentence: 668,to,TO,O
Sentence: 668,view,VB,action
Sentence: 668,the,DT,O
Sentence: 668,occurrence,NN,attribute
Sentence: 668,record,NN,attribute
Sentence: 668,selection,NN,attribute
Sentence: 668,as,IN,O
Sentence: 668,a,DT,O
Sentence: 668,table,NN,attribute
Sentence: 668,.,.,O
Sentence: 669,The,DT,O
Sentence: 669,system,NN,O
Sentence: 669,records,VBZ,O
Sentence: 669,a,DT,O
Sentence: 669,data,NN,O
Sentence: 669,usage,NN,O
Sentence: 669,log,NN,O
Sentence: 669,entry,NN,O
Sentence: 669,with,IN,O
Sentence: 669,type,JJ,O
Sentence: 669,‘,NN,O
Sentence: 669,viewed,VBD,O
Sentence: 669,’,NNP,O
Sentence: 669,.,.,O
Sentence: 670,The,DT,O
Sentence: 670,system,NN,O
Sentence: 670,retrieves,VBZ,O
Sentence: 670,the,DT,O
Sentence: 670,selected,VBN,O
Sentence: 670,occurrence,NN,attribute
Sentence: 670,records,NNS,attribute
Sentence: 670,and,CC,O
Sentence: 670,displays,VBZ,O
Sentence: 670,them,PRP,O
Sentence: 670,as,IN,O
Sentence: 670,a,DT,O
Sentence: 670,table,NN,attribute
Sentence: 670,.,.,O
Sentence: 671,User,NNP,O
Sentence: 671,exports,NNS,O
Sentence: 671,the,DT,O
Sentence: 671,occurrence,NN,O
Sentence: 671,selection,NN,O
Sentence: 671,for,IN,O
Sentence: 671,further,JJ,O
Sentence: 671,analysis,NN,O
Sentence: 671,.,.,O
Sentence: 672,The,DT,O
Sentence: 672,record,NN,O
Sentence: 672,selection,NN,O
Sentence: 672,contains,VBZ,O
Sentence: 672,at,IN,O
Sentence: 672,least,JJS,O
Sentence: 672,one,CD,O
Sentence: 672,record,NN,O
Sentence: 672,.,.,O
Sentence: 673,A,DT,O
Sentence: 673,file,NN,O
Sentence: 673,containing,VBG,O
Sentence: 673,the,DT,O
Sentence: 673,record,NN,O
Sentence: 673,selection,NN,O
Sentence: 673,has,VBZ,O
Sentence: 673,been,VBN,O
Sentence: 673,transferred,VBN,O
Sentence: 673,to,TO,O
Sentence: 673,the,DT,O
Sentence: 673,visitor,NN,actor
Sentence: 673,'s,POS,O
Sentence: 673,local,JJ,O
Sentence: 673,computer,NN,O
Sentence: 673,.,.,O
Sentence: 674,``,``,O
Sentence: 674,The,DT,O
Sentence: 674,visitor,NN,actor
Sentence: 674,selects,VBZ,O
Sentence: 674,occurrence,NN,attribute
Sentence: 674,records,NNS,attribute
Sentence: 674,and,CC,O
Sentence: 674,views,NNS,O
Sentence: 674,distribution,NN,user_interface
Sentence: 674,map,NN,user_interface
Sentence: 674,.,.,O
Sentence: 675,The,DT,O
Sentence: 675,visitor,NN,actor
Sentence: 675,chooses,VBZ,O
Sentence: 675,the,DT,O
Sentence: 675,option,NN,O
Sentence: 675,to,TO,O
Sentence: 675,download,VB,action
Sentence: 675,the,DT,O
Sentence: 675,record,NN,O
Sentence: 675,selection,NN,O
Sentence: 675,in,IN,O
Sentence: 675,his,PRP$,O
Sentence: 675,format,NN,O
Sentence: 675,of,IN,O
Sentence: 675,choice,NN,O
Sentence: 675,.,.,O
Sentence: 676,The,DT,O
Sentence: 676,system,NN,O
Sentence: 676,checks,VBZ,O
Sentence: 676,that,IN,O
Sentence: 676,the,DT,O
Sentence: 676,user,NN,O
Sentence: 676,has,VBZ,O
Sentence: 676,accepted,VBN,O
Sentence: 676,the,DT,O
Sentence: 676,data,NN,O
Sentence: 676,usage,NN,O
Sentence: 676,agreement,NN,O
Sentence: 676,.,.,O
Sentence: 677,The,DT,O
Sentence: 677,system,NN,O
Sentence: 677,records,VBZ,O
Sentence: 677,a,DT,O
Sentence: 677,data,NN,O
Sentence: 677,usage,NN,O
Sentence: 677,log,NN,O
Sentence: 677,entry,NN,O
Sentence: 677,with,IN,O
Sentence: 677,type,JJ,O
Sentence: 677,‘,NN,O
Sentence: 677,downloaded,VBD,O
Sentence: 677,’,NN,O
Sentence: 677,.,.,O
Sentence: 678,The,DT,O
Sentence: 678,system,NN,O
Sentence: 678,warns,VBZ,O
Sentence: 678,visitor,NN,actor
Sentence: 678,that,IN,O
Sentence: 678,the,DT,O
Sentence: 678,process,NN,O
Sentence: 678,may,MD,O
Sentence: 678,take,VB,O
Sentence: 678,up,RP,O
Sentence: 678,to,TO,O
Sentence: 678,half,PDT,O
Sentence: 678,an,DT,O
Sentence: 678,hour,NN,O
Sentence: 678,.,.,O
Sentence: 679,It,PRP,O
Sentence: 679,provides,VBZ,O
Sentence: 679,visitor,NN,actor
Sentence: 679,a,DT,O
Sentence: 679,download,NN,action
Sentence: 679,link,NN,O
Sentence: 679,that,WDT,O
Sentence: 679,will,MD,O
Sentence: 679,allow,VB,O
Sentence: 679,him,PRP,O
Sentence: 679,to,TO,O
Sentence: 679,retrieve,VB,O
Sentence: 679,the,DT,O
Sentence: 679,file,NN,O
Sentence: 679,later,RB,O
Sentence: 679,.,.,O
Sentence: 680,The,DT,O
Sentence: 680,system,NN,O
Sentence: 680,builds,VBZ,action
Sentence: 680,the,DT,O
Sentence: 680,file,NN,O
Sentence: 680,.,.,O
Sentence: 681,The,DT,O
Sentence: 681,visitor,NN,actor
Sentence: 681,later,RB,O
Sentence: 681,follows,VBZ,O
Sentence: 681,the,DT,O
Sentence: 681,download,NN,action
Sentence: 681,link,NN,O
Sentence: 681,.,.,O
Sentence: 682,The,DT,O
Sentence: 682,file,NN,O
Sentence: 682,is,VBZ,O
Sentence: 682,ready,JJ,O
Sentence: 682,for,IN,O
Sentence: 682,download,NN,action
Sentence: 682,.,.,O
Sentence: 683,The,DT,O
Sentence: 683,system,NN,O
Sentence: 683,informs,VBZ,O
Sentence: 683,the,DT,O
Sentence: 683,visitor,NN,actor
Sentence: 683,that,IN,O
Sentence: 683,the,DT,O
Sentence: 683,building,NN,action
Sentence: 683,process,NN,O
Sentence: 683,has,VBZ,O
Sentence: 683,been,VBN,O
Sentence: 683,successfully,RB,O
Sentence: 683,carried,VBN,O
Sentence: 683,out,RP,O
Sentence: 683,and,CC,O
Sentence: 683,offers,VBZ,O
Sentence: 683,an,DT,O
Sentence: 683,option,NN,O
Sentence: 683,to,TO,O
Sentence: 683,download,VB,action
Sentence: 683,the,DT,O
Sentence: 683,file,NN,O
Sentence: 683,.,.,O
Sentence: 684,The,DT,O
Sentence: 684,visitor,NN,actor
Sentence: 684,chooses,VBZ,O
Sentence: 684,to,TO,O
Sentence: 684,download,VB,action
Sentence: 684,the,DT,O
Sentence: 684,file,NN,O
Sentence: 684,.,.,O
Sentence: 685,The,DT,O
Sentence: 685,system,NN,O
Sentence: 685,transfers,VBZ,O
Sentence: 685,the,DT,O
Sentence: 685,file,NN,O
Sentence: 685,to,TO,O
Sentence: 685,the,DT,O
Sentence: 685,visitor,NN,actor
Sentence: 685,'s,POS,O
Sentence: 685,local,JJ,O
Sentence: 685,computer,NN,O
Sentence: 685,.,.,O
Sentence: 686,'','',O
Sentence: 686,If,IN,O
Sentence: 686,the,DT,O
Sentence: 686,visitor,NN,actor
Sentence: 686,has,VBZ,O
Sentence: 686,not,RB,O
Sentence: 686,accepted,VBN,O
Sentence: 686,the,DT,O
Sentence: 686,data,NN,O
Sentence: 686,usage,NN,O
Sentence: 686,agreement,NN,O
Sentence: 686,",",",",O
Sentence: 686,the,DT,O
Sentence: 686,system,NN,O
Sentence: 686,displays,VBZ,O
Sentence: 686,it,PRP,O
Sentence: 686,to,TO,O
Sentence: 686,the,DT,O
Sentence: 686,user,NN,O
Sentence: 686,and,CC,O
Sentence: 686,prompts,VBZ,O
Sentence: 686,the,DT,O
Sentence: 686,user,NN,O
Sentence: 686,to,TO,O
Sentence: 686,accept,VB,O
Sentence: 686,it,PRP,O
Sentence: 686,.,.,O
Sentence: 687,If,IN,O
Sentence: 687,the,DT,O
Sentence: 687,user,NN,O
Sentence: 687,does,VBZ,O
Sentence: 687,",",",",O
Sentence: 687,the,DT,O
Sentence: 687,system,NN,O
Sentence: 687,will,MD,O
Sentence: 687,remember,VB,O
Sentence: 687,and,CC,O
Sentence: 687,the,DT,O
Sentence: 687,use,NN,O
Sentence: 687,case,NN,O
Sentence: 687,resumes,VBZ,O
